MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,PROTOCOL_NUMBER_IACUC
B00002552318,C57BL/6J,2319,6A,H2,370-F,,M,HFD,,1.3,14.54,9.63,,1/31/25,FOOD_REPLACEMENT,14.33,,D12451i,24110413i,JACKSON_LABORATORIES,664,,2112A39694
B00002552317,C57BL/6J,2320,6A,I2,370-F,,M,HFD,,1.3,13.4,7.74,,1/31/25,FOOD_REPLACEMENT,14.05,,D12451i,24110413i,JACKSON_LABORATORIES,664,,2112A39694
B00002552316,C57BL/6J,2321,6A,J2,370-F,,M,HFD,,1.3,13.9,7.74,,1/31/25,FOOD_REPLACEMENT,14.33,,D12451i,24110413i,JACKSON_LABORATORIES,664,,2112A39694
B00002552315,C57BL/6J,2322,6A,K2,370-F,,M,HFD,,1.3,14.18,9.35,,1/31/25,FOOD_REPLACEMENT,14.15,,D12451i,24110413i,JACKSON_LABORATORIES,664,,2112A39694
B00002552309,C57BL/6J,2328,6A,L2,370-F,,M,HFD,,1.3,15.8,9.31,,1/31/25,FOOD_REPLACEMENT,16.72,,D12451i,24110413i,JACKSON_LABORATORIES,664,,2112A39694
B00002552307,C57BL/6J,2330,6A,M2,370-F,,M,HFD,,1.3,16.57,10.74,,1/31/25,FOOD_REPLACEMENT,14.02,,D12451i,24110413i,JACKSON_LABORATORIES,664,,2112A39694
B00002552329,C57BL/6J,2308,3A,N2,370-F,,F,LFD,,1.3,16.66,8.16,,1/31/25,FOOD_REPLACEMENT,18.37,,D12450Hi,24121201i,JACKSON_LABORATORIES,664,,2112A39694
B00002552328,C57BL/6J,2309,3A,H3,370-F,,F,LFD,,1.3,17.63,11.73,,1/31/25,FOOD_REPLACEMENT,16.9,,D12450Hi,24121201i,JACKSON_LABORATORIES,664,,2112A39694
B00002552327,C57BL/6J,2310,3A,I3,370-F,,F,LFD,,1.3,16.9,10.67,,1/31/25,FOOD_REPLACEMENT,16.96,,D12450Hi,24121201i,JACKSON_LABORATORIES,664,,2112A39694
B00002552326,C57BL/6J,2311,3A,J3,370-F,,F,LFD,,1.3,15.14,8.06,,1/31/25,FOOD_REPLACEMENT,16.95,,D12450Hi,24121201i,JACKSON_LABORATORIES,664,,2112A39694
B00002552322,C57BL/6J,2315,6A,K3,370-F,,F,LFD,,1.3,12.98,7.6,,1/31/25,FOOD_REPLACEMENT,16.91,,D12450Hi,24121201i,JACKSON_LABORATORIES,664,,2112A39694
B00002552319,C57BL/6J,2318,6A,L3,370-F,,F,LFD,,1.3,15.45,8.45,,1/31/25,FOOD_REPLACEMENT,16.38,,D12450Hi,24121201i,JACKSON_LABORATORIES,664,,2112A39694
B00002552314,C57BL/6J,2323,6A,M3,370-F,,M,LFD,,1.3,17.62,8.38,,1/31/25,FOOD_REPLACEMENT,19.38,,D12450Hi,24121201i,JACKSON_LABORATORIES,664,,2112A39694
B00002552313,C57BL/6J,2324,6A,N3,370-F,,M,LFD,,1.3,14.4,10.04,,1/31/25,FOOD_REPLACEMENT,15.81,,D12450Hi,24121201i,JACKSON_LABORATORIES,664,,2112A39694
B00002552312,C57BL/6J,2325,6A,H4,370-F,,M,LFD,,1.3,18.18,14.08,,1/31/25,FOOD_REPLACEMENT,13.79,,D12450Hi,24121201i,JACKSON_LABORATORIES,664,,2112A39694
B00002552311,C57BL/6J,2326,6A,I4,370-F,,M,LFD,,1.3,12.71,6.69,,1/31/25,FOOD_REPLACEMENT,16.79,,D12450Hi,24121201i,JACKSON_LABORATORIES,664,,2112A39694
B00002552310,C57BL/6J,2327,6A,J4,370-F,,M,LFD,,1.3,13.1,6.01,,1/31/25,FOOD_REPLACEMENT,14.6,,D12450Hi,24121201i,JACKSON_LABORATORIES,664,,2112A39694
B00002552308,C57BL/6J,2329,6A,K4,370-F,,M,LFD,,1.3,19.41,10.41,,1/31/25,FOOD_REPLACEMENT,22.46,,D12450Hi,24121201i,JACKSON_LABORATORIES,664,,2112A39694
