MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL,PROTOCOL_NUMBER_IACUC
B00002574803,C57BL/6J,4803,5B,B4,370-F,,M,CHOW,,,,,23.9,3/14/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574804,C57BL/6J,4804,5B,C4,370-F,,M,CHOW,,,,,23.88,3/14/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574805,C57BL/6J,4805,5B,D4,370-F,,M,CHOW,,,,,24.3,3/14/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574806,C57BL/6J,4806,5B,E4,370-F,,M,CHOW,,,,,25.19,3/14/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574807,C57BL/6J,4807,5B,F4,370-F,,M,CHOW,,,,,20.06,3/14/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574808,C57BL/6J,4808,5B,G4,370-F,,M,CHOW,,,,,18.8,3/14/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574809,C57BL/6J,4809,5B,G3,370-F,,M,CHOW,,,,,23.06,3/14/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574802,C57BL/6J,4802,5B,A4,370-F,,M,CHOW,,,,,20.93,3/18/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574803,C57BL/6J,4803,5B,B4,370-F,,M,CHOW,,,,,24.35,3/18/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574804,C57BL/6J,4804,5B,C4,370-F,,M,CHOW,,,,,24.01,3/18/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574805,C57BL/6J,4805,5B,D4,370-F,,M,CHOW,,,,,24.94,3/18/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574806,C57BL/6J,4806,5B,E4,370-F,,M,CHOW,,,,,26.69,3/18/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574807,C57BL/6J,4807,5B,F4,370-F,,M,CHOW,,,,,20.4,3/18/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574808,C57BL/6J,4808,5B,G4,370-F,,M,CHOW,,,,,19.11,3/18/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574809,C57BL/6J,4809,5B,G3,370-F,,M,CHOW,,,,,22.41,3/18/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574802,C57BL/6J,4802,5B,A4,370-F,,M,CHOW,,,,,23.83,3/20/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574803,C57BL/6J,4803,5B,B4,370-F,,M,CHOW,,,,,24.34,3/20/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574804,C57BL/6J,4804,5B,C4,370-F,,M,CHOW,,,,,24.15,3/20/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574805,C57BL/6J,4805,5B,D4,370-F,,M,CHOW,,,,,25.2,3/20/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574806,C57BL/6J,4806,5B,E4,370-F,,M,CHOW,,,,,27.11,3/20/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574807,C57BL/6J,4807,5B,F4,370-F,,M,CHOW,,,,,20.46,3/20/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574808,C57BL/6J,4808,5B,G4,370-F,,M,CHOW,,,,,19.11,3/20/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574809,C57BL/6J,4809,5B,G3,370-F,,M,CHOW,,,,,22.91,3/20/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574802,C57BL/6J,4802,5B,A4,370-F,,M,CHOW,,,,,23.78,3/22/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574803,C57BL/6J,4803,5B,B4,370-F,,M,CHOW,,,,,24.64,3/22/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574804,C57BL/6J,4804,5B,C4,370-F,,M,CHOW,,,,,23.65,3/22/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574805,C57BL/6J,4805,5B,D4,370-F,,M,CHOW,,,,,24.48,3/22/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574806,C57BL/6J,4806,5B,E4,370-F,,M,CHOW,,,,,26.4,3/22/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574807,C57BL/6J,4807,5B,F4,370-F,,M,CHOW,,,,,20.38,3/22/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574808,C57BL/6J,4808,5B,G4,370-F,,M,CHOW,,,,,19.21,3/22/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574809,C57BL/6J,4809,5B,G3,370-F,,M,CHOW,,,,,22.97,3/22/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574802,C57BL/6J,4802,5B,A4,370-F,,M,CHOW,,,,,24.09,3/24/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574803,C57BL/6J,4803,5B,B4,370-F,,M,CHOW,,,,,24.19,3/24/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574804,C57BL/6J,4804,5B,C4,370-F,,M,CHOW,,,,,24.27,3/24/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574805,C57BL/6J,4805,5B,D4,370-F,,M,CHOW,,,,,25.03,3/24/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574806,C57BL/6J,4806,5B,E4,370-F,,M,CHOW,,,,,26.99,3/24/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574807,C57BL/6J,4807,5B,F4,370-F,,M,CHOW,,,,,20.68,3/24/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574808,C57BL/6J,4808,5B,G4,370-F,,M,CHOW,,,,,19.28,3/24/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574809,C57BL/6J,4809,5B,G3,370-F,,M,CHOW,,,,,22.7,3/24/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574802,C57BL/6J,4802,5B,A4,370-F,,M,CHOW,,,,,24.09,3/26/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574803,C57BL/6J,4803,5B,B4,370-F,,M,CHOW,,,,,24.23,3/26/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574804,C57BL/6J,4804,5B,C4,370-F,,M,CHOW,,,,,24.12,3/26/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574805,C57BL/6J,4805,5B,D4,370-F,,M,CHOW,,,,,25.09,3/26/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574806,C57BL/6J,4806,5B,E4,370-F,,M,CHOW,,,,,27.22,3/26/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574807,C57BL/6J,4807,5B,F4,370-F,,M,CHOW,,,,,20.76,3/26/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574808,C57BL/6J,4808,5B,G4,370-F,,M,CHOW,,,,,19.4,3/26/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574809,C57BL/6J,4809,5B,G3,370-F,,M,CHOW,,,,,23.36,3/26/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574802,C57BL/6J,4802,5B,A4,370-F,,M,CHOW,,,,,24.05,3/27/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574803,C57BL/6J,4803,5B,B4,370-F,,M,CHOW,,,,,24.09,3/27/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574804,C57BL/6J,4804,5B,C4,370-F,,M,CHOW,,,,,24.15,3/27/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574805,C57BL/6J,4805,5B,D4,370-F,,M,CHOW,,,,,25.17,3/27/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574806,C57BL/6J,4806,5B,E4,370-F,,M,CHOW,,,,,27.36,3/27/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574807,C57BL/6J,4807,5B,F4,370-F,,M,CHOW,,,,,20.49,3/27/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574808,C57BL/6J,4808,5B,G4,370-F,,M,CHOW,,,,,19.64,3/27/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
B00002574809,C57BL/6J,4809,5B,G3,370-F,,M,CHOW,,,,,23.15,3/27/25,,,NO,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,,JACKSON_LABORATORIES,664,,,2409-42368A
