MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL
2475261002,C57BL/6J,1002,,CAGE_8,230-F,5/21/24,M,CHOW,32.3,,369.85,355.77,29.76,1/6/25,INJECTION_DAY_3,,YES,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262007,C57BL/6J,2007,6A,K2,370-F,5/21/24,F,CHOW,32.4,,227.94,211.99,21.91,1/7/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262005,C57BL/6J,2005,6A,L2,370-F,5/21/24,F,CHOW,32.4,,246.78,227.02,25.07,1/7/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262006,C57BL/6J,2006,6A,M2,370-F,5/21/24,F,CHOW,32.4,,237.76,218.18,23.99,1/7/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262001,C57BL/6J,2001,6A,K3,370-F,5/21/24,F,CHOW,32.4,,233.6,214.07,22.84,1/7/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262002,C57BL/6J,2002,6A,L3,370-F,5/21/24,F,CHOW,32.4,,249.74,233.34,23.21,1/7/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262003,C57BL/6J,2003,6A,M3,370-F,5/21/24,F,CHOW,32.4,,221.4,204.86,22.15,1/7/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262004,C57BL/6J,2004,6A,N3,370-F,5/21/24,F,CHOW,32.4,,265.6,241.27,23.29,1/7/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262007,C57BL/6J,2007,6A,ACC_CAGE_1,230-F,5/21/24,F,CHOW,35,,227.94,211.99,21.91,1/9/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262005,C57BL/6J,2005,6A,ACC_CAGE_2,230-F,5/21/24,F,CHOW,35,,246.78,227.02,25.07,1/9/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262006,C57BL/6J,2006,6A,ACC_CAGE_4,230-F,5/21/24,F,CHOW,35,,237.76,218.18,23.99,1/9/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262001,C57BL/6J,2001,6A,ACC_CAGE_5,230-F,5/21/24,F,CHOW,35,,233.6,214.07,22.84,1/9/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262002,C57BL/6J,2002,6A,ACC_CAGE_6,230-F,5/21/24,F,CHOW,35,,249.74,233.34,23.21,1/9/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262003,C57BL/6J,2003,6A,ACC_CAGE_7,230-F,5/21/24,F,CHOW,35,,221.4,204.86,22.15,1/9/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
2475262004,C57BL/6J,2004,6A,ACC_CAGE_8,230-F,5/21/24,F,CHOW,35,,265.6,241.27,23.29,1/9/25,,,,2918_teklad_Irradiated_Global_18%_Protein_Rodent_Diet,NA,JACKSON_LABORATORIES,664,
